vehicle_number,total_violations,unique_hotspots,unique_junctions,first_seen,last_seen,vehicle_type_mode,approved_violations,active_days,repeat_violation_flag,chronic_offender_flag,approval_rate
FKN00GL0646,9,2,2,2023-11-11 07:41:46+00:00,2024-02-13 01:18:46+00:00,PASSENGER AUTO,5,9,1,1,0.5555555554938272
FKN00GL1523,9,2,2,2023-11-12 05:53:46+00:00,2024-03-15 04:50:46+00:00,PASSENGER AUTO,5,9,1,1,0.5555555554938272
FKN00GL16943,9,2,2,2024-01-08 05:26:46+00:00,2024-01-22 06:05:46+00:00,SCOOTER,5,7,1,1,0.5555555554938272
FKN00GL17422,9,2,2,2023-11-28 06:28:46+00:00,2024-01-16 21:15:46+00:00,SCOOTER,5,9,1,1,0.5555555554938272
FKN00GL19672,9,2,2,2023-11-15 03:45:46+00:00,2024-03-12 03:55:46+00:00,SCOOTER,5,7,1,1,0.5555555554938272
FKN00GL2620,9,2,1,2023-12-11 02:49:46+00:00,2024-03-15 21:08:46+00:00,CAR,5,9,1,1,0.5555555554938272
FKN00GL4743,9,2,2,2023-11-10 21:10:46+00:00,2024-03-28 03:27:46+00:00,CAR,5,9,1,1,0.5555555554938272
FKN00GL5477,9,2,2,2023-11-11 19:29:46+00:00,2024-03-15 21:26:46+00:00,PASSENGER AUTO,5,7,1,1,0.5555555554938272
FKN00GL55913,9,2,2,2023-11-22 21:07:46+00:00,2024-03-19 23:46:46+00:00,SCOOTER,5,9,1,1,0.5555555554938272
FKN00GL64064,9,2,2,2023-11-28 00:08:46+00:00,2024-04-05 22:21:46+00:00,SCOOTER,5,8,1,1,0.5555555554938272
FKN00GL6558,9,2,2,2023-11-21 04:28:46+00:00,2024-02-02 06:20:46+00:00,MOTOR CYCLE,5,8,1,1,0.5555555554938272
FKN00GL89229,9,2,2,2023-11-16 02:14:46+00:00,2024-03-22 02:41:46+00:00,CAR,5,9,1,1,0.5555555554938272
FKN00GL9597,9,2,1,2023-11-30 23:31:46+00:00,2024-03-07 23:11:46+00:00,CAR,5,9,1,1,0.5555555554938272
FKN00GL1014,9,1,1,2023-11-18 00:22:46+00:00,2024-03-16 03:06:46+00:00,LGV,5,8,1,1,0.5555555554938272
FKN00GL112043,9,1,1,2023-11-28 00:24:46+00:00,2024-01-08 23:12:46+00:00,SCOOTER,5,7,1,1,0.5555555554938272
FKN00GL11590,9,1,1,2023-11-14 00:37:46+00:00,2024-04-03 01:03:46+00:00,MOTOR CYCLE,5,8,1,1,0.5555555554938272
FKN00GL13361,9,1,1,2023-12-09 00:37:46+00:00,2024-03-22 03:14:46+00:00,SCOOTER,5,8,1,1,0.5555555554938272
FKN00GL18073,9,1,1,2023-11-12 05:47:46+00:00,2024-01-11 23:51:46+00:00,LGV,5,8,1,1,0.5555555554938272
FKN00GL18466,9,1,1,2023-12-10 02:27:46+00:00,2024-03-06 22:43:46+00:00,PASSENGER AUTO,5,6,1,1,0.5555555554938272
FKN00GL31034,9,1,1,2023-11-13 05:06:46+00:00,2024-04-07 00:44:46+00:00,SCOOTER,5,7,1,1,0.5555555554938272
FKN00GL36657,9,1,1,2023-11-20 21:50:46+00:00,2024-03-08 01:59:46+00:00,SCOOTER,5,7,1,1,0.5555555554938272
FKN00GL4939,9,1,1,2023-11-22 00:23:46+00:00,2024-03-28 22:13:46+00:00,SCOOTER,5,9,1,1,0.5555555554938272
FKN00GL73560,9,1,1,2023-11-11 01:26:46+00:00,2024-03-03 03:59:46+00:00,SCOOTER,5,7,1,1,0.5555555554938272
FKN00GL9948,9,1,1,2023-12-01 00:54:46+00:00,2024-02-24 00:39:46+00:00,SCOOTER,5,8,1,1,0.5555555554938272
FKN00GL15622,9,3,3,2023-12-28 07:02:46+00:00,2024-04-04 05:44:46+00:00,PASSENGER AUTO,4,7,1,1,0.4444444443950617
FKN00GL24748,9,3,2,2023-11-12 09:41:46+00:00,2024-04-01 05:50:46+00:00,PASSENGER AUTO,4,9,1,1,0.4444444443950617
FKN00GL56456,9,3,3,2023-11-26 09:29:46+00:00,2024-03-16 06:18:46+00:00,PASSENGER AUTO,4,6,1,1,0.4444444443950617
FKN00GL78369,9,3,3,2023-11-19 03:25:46+00:00,2024-03-06 02:13:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL82315,9,3,3,2023-11-27 03:22:46+00:00,2024-03-14 21:29:46+00:00,MOTOR CYCLE,4,9,1,1,0.4444444443950617
FKN00GL9074,9,3,2,2023-11-11 06:42:46+00:00,2024-02-01 07:27:46+00:00,PASSENGER AUTO,4,8,1,1,0.4444444443950617
FKN00GL2335,9,2,2,2023-11-17 06:06:46+00:00,2024-04-01 02:11:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL27726,9,2,2,2023-11-16 23:47:46+00:00,2024-02-07 04:55:46+00:00,SCOOTER,4,8,1,1,0.4444444443950617
FKN00GL39267,9,2,2,2023-11-11 06:38:46+00:00,2024-03-30 00:52:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL41961,9,2,2,2023-12-02 03:42:46+00:00,2024-03-23 22:50:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL57721,9,2,2,2023-11-29 02:51:46+00:00,2024-03-04 02:45:46+00:00,MOTOR CYCLE,4,9,1,1,0.4444444443950617
FKN00GL77018,9,2,2,2023-11-18 04:31:46+00:00,2024-03-22 06:10:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL94178,9,2,2,2023-12-17 02:38:46+00:00,2024-03-23 05:20:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL0576,9,1,1,2024-01-05 00:06:46+00:00,2024-03-28 03:06:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL11593,9,1,1,2023-11-16 07:10:46+00:00,2024-01-25 00:50:46+00:00,SCOOTER,4,7,1,1,0.4444444443950617
FKN00GL13235,9,1,1,2023-12-13 22:34:46+00:00,2024-03-27 22:44:46+00:00,SCOOTER,4,8,1,1,0.4444444443950617
FKN00GL14237,9,1,1,2024-01-05 22:52:46+00:00,2024-03-06 05:53:46+00:00,MOTOR CYCLE,4,6,1,1,0.4444444443950617
FKN00GL19009,9,1,1,2023-11-17 03:40:46+00:00,2024-01-10 23:11:46+00:00,SCOOTER,4,7,1,1,0.4444444443950617
FKN00GL19759,9,1,1,2023-11-23 05:00:46+00:00,2024-03-31 00:57:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL2422,9,1,1,2023-11-17 01:34:46+00:00,2024-03-26 21:52:46+00:00,PASSENGER AUTO,4,9,1,1,0.4444444443950617
FKN00GL26070,9,1,1,2023-12-10 21:58:46+00:00,2024-03-03 07:58:46+00:00,MAXI-CAB,4,6,1,1,0.4444444443950617
FKN00GL2855,9,1,1,2024-01-10 01:34:46+00:00,2024-02-03 00:48:46+00:00,SCOOTER,4,7,1,1,0.4444444443950617
FKN00GL3598,9,1,1,2024-01-01 21:50:46+00:00,2024-03-15 23:10:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL3684,9,1,1,2023-11-15 23:50:46+00:00,2024-02-23 01:28:46+00:00,SCOOTER,4,7,1,1,0.4444444443950617
FKN00GL37435,9,1,1,2023-11-16 00:17:46+00:00,2024-03-14 02:35:46+00:00,SCOOTER,4,7,1,1,0.4444444443950617
FKN00GL38938,9,1,1,2023-11-21 23:47:46+00:00,2024-04-02 03:52:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL3909,9,1,1,2023-12-08 21:02:46+00:00,2024-02-26 21:41:46+00:00,CAR,4,9,1,1,0.4444444443950617
FKN00GL4243,9,1,1,2023-11-18 08:38:46+00:00,2024-03-10 09:10:46+00:00,CAR,4,9,1,1,0.4444444443950617
FKN00GL5232,9,1,1,2023-12-05 23:02:46+00:00,2024-02-22 01:07:46+00:00,SCOOTER,4,8,1,1,0.4444444443950617
FKN00GL54258,9,1,1,2023-12-29 00:22:46+00:00,2024-02-22 03:18:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL5706,9,1,1,2023-12-28 23:24:46+00:00,2024-02-02 00:47:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL61715,9,1,1,2023-11-21 03:11:46+00:00,2024-04-06 00:30:46+00:00,SCOOTER,4,8,1,1,0.4444444443950617
FKN00GL66352,9,1,1,2023-11-17 02:41:46+00:00,2024-03-23 22:07:46+00:00,SCOOTER,4,8,1,1,0.4444444443950617
FKN00GL68100,9,1,1,2023-11-17 03:03:46+00:00,2024-03-23 22:16:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL7147,9,1,1,2024-01-03 05:46:46+00:00,2024-02-07 21:44:46+00:00,SCOOTER,4,9,1,1,0.4444444443950617
FKN00GL74054,9,1,1,2023-11-17 03:39:46+00:00,2024-03-03 04:00:46+00:00,SCOOTER,4,8,1,1,0.4444444443950617
FKN00GL8392,9,1,1,2023-11-09 22:50:46+00:00,2024-03-29 05:34:46+00:00,MOTOR CYCLE,4,9,1,1,0.4444444443950617
FKN00GL85580,9,1,1,2023-11-10 00:20:46+00:00,2024-03-28 02:45:46+00:00,SCOOTER,4,8,1,1,0.4444444443950617
FKN00GL8873,9,1,1,2023-11-22 01:31:46+00:00,2024-03-29 05:24:46+00:00,SCOOTER,4,8,1,1,0.4444444443950617
FKN00GL90902,9,1,1,2023-11-15 02:23:46+00:00,2024-01-16 03:07:46+00:00,MOTOR CYCLE,4,8,1,1,0.4444444443950617
FKN00GL22703,9,3,3,2023-12-21 02:49:46+00:00,2024-03-23 01:47:46+00:00,PASSENGER AUTO,3,8,1,1,0.3333333332962963
FKN00GL5281,9,3,3,2023-12-10 01:00:46+00:00,2024-03-29 04:34:46+00:00,LGV,3,8,1,1,0.3333333332962963
FKN00GL143827,9,2,2,2023-11-24 06:45:46+00:00,2024-01-31 08:10:46+00:00,PASSENGER AUTO,3,6,1,1,0.3333333332962963
FKN00GL18725,9,2,2,2023-11-15 19:28:46+00:00,2024-04-03 20:02:46+00:00,CAR,3,7,1,1,0.3333333332962963
FKN00GL22673,9,2,2,2023-11-15 02:47:46+00:00,2024-04-03 23:20:46+00:00,SCOOTER,3,9,1,1,0.3333333332962963
FKN00GL3431,9,2,1,2023-12-24 01:58:46+00:00,2024-03-28 01:11:46+00:00,PASSENGER AUTO,3,6,1,1,0.3333333332962963
FKN00GL45904,9,2,2,2023-11-20 22:48:46+00:00,2024-04-03 04:32:46+00:00,SCOOTER,3,8,1,1,0.3333333332962963
FKN00GL7970,9,2,1,2023-11-15 20:44:46+00:00,2024-03-28 22:16:46+00:00,FACTORY BUS,3,9,1,1,0.3333333332962963
FKN00GL95710,9,2,2,2023-11-17 03:40:46+00:00,2024-01-03 00:06:46+00:00,SCOOTER,3,9,1,1,0.3333333332962963
FKN00GL10016,9,1,1,2023-11-15 23:11:46+00:00,2024-03-02 00:14:46+00:00,MOTOR CYCLE,3,8,1,1,0.3333333332962963
FKN00GL10381,9,1,1,2024-01-08 20:36:46+00:00,2024-03-20 21:41:46+00:00,LORRY/GOODS VEHICLE,3,8,1,1,0.3333333332962963
FKN00GL109364,9,1,1,2023-11-17 04:10:46+00:00,2024-01-10 03:27:46+00:00,SCOOTER,3,9,1,1,0.3333333332962963
FKN00GL1455,9,1,1,2023-11-29 03:30:46+00:00,2024-03-15 04:33:46+00:00,SCOOTER,3,9,1,1,0.3333333332962963
FKN00GL17937,9,1,1,2023-12-05 03:56:46+00:00,2024-04-03 01:07:46+00:00,SCOOTER,3,9,1,1,0.3333333332962963
FKN00GL18093,9,1,1,2024-01-11 23:43:46+00:00,2024-03-05 01:24:46+00:00,MOTOR CYCLE,3,7,1,1,0.3333333332962963
FKN00GL18113,9,1,1,2023-11-15 03:40:46+00:00,2024-03-18 22:30:46+00:00,SCOOTER,3,9,1,1,0.3333333332962963
FKN00GL20676,9,1,1,2024-01-01 22:47:46+00:00,2024-02-05 22:28:46+00:00,SCOOTER,3,7,1,1,0.3333333332962963
FKN00GL20678,9,1,1,2023-11-21 04:30:46+00:00,2024-02-24 00:39:46+00:00,SCOOTER,3,9,1,1,0.3333333332962963
FKN00GL20849,9,1,1,2024-01-11 22:56:46+00:00,2024-02-23 00:23:46+00:00,MOTOR CYCLE,3,6,1,1,0.3333333332962963
FKN00GL23982,9,1,1,2023-12-21 02:38:46+00:00,2024-04-07 23:44:46+00:00,MOTOR CYCLE,3,8,1,1,0.3333333332962963
FKN00GL2698,9,1,1,2023-11-23 01:22:46+00:00,2024-03-28 22:13:46+00:00,SCOOTER,3,9,1,1,0.3333333332962963
FKN00GL2734,9,1,1,2023-12-21 04:18:46+00:00,2024-03-28 04:15:46+00:00,SCOOTER,3,7,1,1,0.3333333332962963
FKN00GL32693,9,1,1,2023-11-11 06:43:46+00:00,2024-03-17 03:33:46+00:00,SCOOTER,3,8,1,1,0.3333333332962963
FKN00GL33881,9,1,1,2024-01-02 04:33:46+00:00,2024-04-01 22:13:46+00:00,CAR,3,9,1,1,0.3333333332962963
FKN00GL3880,9,1,1,2023-12-20 22:23:46+00:00,2024-01-31 21:09:46+00:00,CAR,3,9,1,1,0.3333333332962963
FKN00GL39039,9,1,1,2023-12-13 02:24:46+00:00,2024-03-01 21:50:46+00:00,SCOOTER,3,8,1,1,0.3333333332962963
FKN00GL50571,9,1,1,2024-01-06 03:37:46+00:00,2024-02-23 06:00:46+00:00,CAR,3,6,1,1,0.3333333332962963
FKN00GL5083,9,1,1,2023-12-15 23:32:46+00:00,2024-03-26 20:55:46+00:00,MOTOR CYCLE,3,9,1,1,0.3333333332962963
FKN00GL5230,9,1,1,2023-11-17 03:40:46+00:00,2024-03-28 22:13:46+00:00,SCOOTER,3,7,1,1,0.3333333332962963
FKN00GL5750,9,1,1,2023-11-29 02:51:46+00:00,2024-03-12 22:55:46+00:00,SCOOTER,3,9,1,1,0.3333333332962963
FKN00GL57811,9,1,1,2024-01-03 03:42:46+00:00,2024-03-27 03:01:46+00:00,VAN,3,9,1,1,0.3333333332962963
FKN00GL58480,9,1,1,2023-12-15 03:38:46+00:00,2024-03-23 08:15:46+00:00,CAR,3,7,1,1,0.3333333332962963
FKN00GL6425,9,1,1,2023-11-19 04:42:46+00:00,2024-03-29 20:02:46+00:00,CAR,3,9,1,1,0.3333333332962963
FKN00GL68083,9,1,1,2023-12-13 22:34:46+00:00,2024-03-01 23:36:46+00:00,MOTOR CYCLE,3,8,1,1,0.3333333332962963
FKN00GL71582,9,1,1,2023-11-21 03:21:46+00:00,2024-03-23 20:57:46+00:00,MOTOR CYCLE,3,9,1,1,0.3333333332962963
FKN00GL8631,9,1,1,2023-11-10 00:14:46+00:00,2024-03-29 05:34:46+00:00,MOTOR CYCLE,3,8,1,1,0.3333333332962963
FKN00GL8937,9,1,1,2023-12-02 23:42:46+00:00,2024-04-07 04:12:46+00:00,CAR,3,7,1,1,0.3333333332962963
FKN00GL91867,9,1,1,2023-11-11 03:22:46+00:00,2024-03-17 03:31:46+00:00,SCOOTER,3,7,1,1,0.3333333332962963
FKN00GL9376,9,1,1,2024-01-24 02:29:46+00:00,2024-03-26 23:24:46+00:00,PASSENGER AUTO,3,9,1,1,0.3333333332962963
FKN00GL155673,9,3,3,2023-12-18 23:54:46+00:00,2024-01-03 03:11:46+00:00,SCOOTER,2,4,1,1,0.22222222219753085
FKN00GL35707,9,3,2,2023-11-22 05:15:46+00:00,2024-03-17 01:22:46+00:00,SCOOTER,2,9,1,1,0.22222222219753085
FKN00GL23237,9,2,2,2023-11-12 07:40:46+00:00,2024-04-04 07:07:46+00:00,PASSENGER AUTO,2,9,1,1,0.22222222219753085
FKN00GL2948,9,2,1,2024-02-16 08:13:46+00:00,2024-03-18 22:03:46+00:00,LORRY/GOODS VEHICLE,2,9,1,1,0.22222222219753085
FKN00GL30300,9,2,2,2023-11-29 02:50:46+00:00,2024-03-12 23:22:46+00:00,MOTOR CYCLE,2,9,1,1,0.22222222219753085
FKN00GL10027,9,1,1,2024-01-01 21:47:46+00:00,2024-02-06 23:51:46+00:00,SCOOTER,2,8,1,1,0.22222222219753085
FKN00GL105315,9,1,1,2023-12-31 02:52:46+00:00,2024-01-22 08:45:46+00:00,SCOOTER,2,4,1,1,0.22222222219753085
FKN00GL10539,9,1,1,2024-01-27 04:56:46+00:00,2024-04-05 05:02:46+00:00,GOODS AUTO,2,8,1,1,0.22222222219753085
FKN00GL11694,9,1,1,2024-01-08 22:11:46+00:00,2024-03-22 02:41:46+00:00,SCOOTER,2,9,1,1,0.22222222219753085
FKN00GL11792,9,1,1,2023-12-14 03:17:46+00:00,2024-04-02 03:53:46+00:00,SCOOTER,2,8,1,1,0.22222222219753085
FKN00GL14117,9,1,1,2024-01-05 08:04:46+00:00,2024-03-30 04:51:46+00:00,PASSENGER AUTO,2,7,1,1,0.22222222219753085
FKN00GL14805,9,1,1,2023-11-15 23:23:46+00:00,2024-04-05 21:04:46+00:00,SCOOTER,2,7,1,1,0.22222222219753085
FKN00GL17351,9,1,1,2024-01-05 01:32:46+00:00,2024-03-25 22:10:46+00:00,SCOOTER,2,6,1,1,0.22222222219753085
FKN00GL17892,9,1,1,2023-11-21 03:46:46+00:00,2024-03-06 04:45:46+00:00,SCOOTER,2,9,1,1,0.22222222219753085
FKN00GL20702,9,1,1,2024-01-01 21:34:46+00:00,2024-04-06 05:04:46+00:00,SCOOTER,2,9,1,1,0.22222222219753085
FKN00GL2804,9,1,1,2023-11-17 23:39:46+00:00,2024-03-22 03:16:46+00:00,SCOOTER,2,8,1,1,0.22222222219753085
FKN00GL32393,9,1,1,2023-11-15 05:08:46+00:00,2024-02-23 23:20:46+00:00,CAR,2,6,1,1,0.22222222219753085
FKN00GL34351,9,1,1,2023-11-11 08:43:46+00:00,2024-03-26 03:51:46+00:00,PASSENGER AUTO,2,7,1,1,0.22222222219753085
FKN00GL35618,9,1,1,2023-11-28 08:51:46+00:00,2024-03-21 06:04:46+00:00,MOTOR CYCLE,2,8,1,1,0.22222222219753085
FKN00GL35785,9,1,1,2023-11-13 21:33:46+00:00,2024-04-05 20:34:46+00:00,SCOOTER,2,9,1,1,0.22222222219753085
FKN00GL36157,9,1,1,2023-12-01 22:52:46+00:00,2024-03-12 23:22:46+00:00,SCOOTER,2,9,1,1,0.22222222219753085
FKN00GL40435,9,1,1,2024-01-05 22:27:46+00:00,2024-04-05 20:51:46+00:00,MOTOR CYCLE,2,8,1,1,0.22222222219753085
FKN00GL5259,9,1,1,2024-01-05 23:24:46+00:00,2024-02-15 03:41:46+00:00,SCOOTER,2,7,1,1,0.22222222219753085
FKN00GL5638,9,1,1,2023-12-18 22:05:46+00:00,2024-03-28 21:40:46+00:00,MOTOR CYCLE,2,9,1,1,0.22222222219753085
FKN00GL69929,9,1,1,2023-11-25 23:39:46+00:00,2024-03-08 00:16:46+00:00,SCOOTER,2,5,1,1,0.22222222219753085
FKN00GL12329,9,2,2,2023-12-09 05:41:46+00:00,2024-03-21 03:00:46+00:00,CAR,1,9,1,1,0.11111111109876542
FKN00GL20384,9,2,1,2024-01-22 05:18:46+00:00,2024-02-05 19:23:46+00:00,CAR,1,2,1,1,0.11111111109876542
FKN00GL3066,9,2,2,2023-12-03 09:35:46+00:00,2024-03-28 22:53:46+00:00,PASSENGER AUTO,1,9,1,1,0.11111111109876542
FKN00GL30739,9,2,2,2023-11-12 00:36:46+00:00,2024-04-08 03:51:46+00:00,PASSENGER AUTO,1,8,1,1,0.11111111109876542
FKN00GL36411,9,2,1,2024-02-14 08:23:46+00:00,2024-03-31 08:42:46+00:00,PRIVATE BUS,1,9,1,1,0.11111111109876542
FKN00GL52216,9,2,1,2024-03-07 05:04:46+00:00,2024-04-08 02:16:46+00:00,SCOOTER,1,6,1,1,0.11111111109876542
FKN00GL0757,9,1,1,2023-12-13 02:48:46+00:00,2024-03-15 00:31:46+00:00,MOTOR CYCLE,1,8,1,1,0.11111111109876542
FKN00GL30947,9,1,1,2023-11-29 01:22:46+00:00,2024-03-12 23:45:46+00:00,MOTOR CYCLE,1,9,1,1,0.11111111109876542
FKN00GL35786,9,1,1,2023-12-13 21:54:46+00:00,2024-04-06 03:30:46+00:00,SCOOTER,1,8,1,1,0.11111111109876542
FKN00GL36808,9,1,1,2023-12-06 01:31:46+00:00,2024-02-28 23:02:46+00:00,SCOOTER,1,6,1,1,0.11111111109876542
FKN00GL38852,9,1,1,2024-01-13 03:59:46+00:00,2024-04-06 20:04:46+00:00,CAR,1,8,1,1,0.11111111109876542
FKN00GL39077,9,1,1,2023-12-01 00:01:46+00:00,2024-02-28 06:48:46+00:00,MOTOR CYCLE,1,6,1,1,0.11111111109876542
FKN00GL40466,9,1,1,2023-12-22 01:14:46+00:00,2024-03-06 05:15:46+00:00,SCOOTER,1,7,1,1,0.11111111109876542
FKN00GL4527,9,1,1,2024-02-22 03:46:46+00:00,2024-03-28 03:06:46+00:00,SCOOTER,1,8,1,1,0.11111111109876542
FKN00GL4993,9,1,1,2023-12-22 00:57:46+00:00,2024-03-12 21:30:46+00:00,SCOOTER,1,8,1,1,0.11111111109876542
FKN00GL5019,9,1,1,2023-11-15 02:48:46+00:00,2024-03-28 03:43:46+00:00,SCOOTER,1,9,1,1,0.11111111109876542
FKN00GL53950,9,1,1,2024-03-02 05:27:46+00:00,2024-04-07 05:03:46+00:00,CAR,1,8,1,1,0.11111111109876542
FKN00GL61161,9,1,1,2024-02-25 03:27:46+00:00,2024-03-11 23:31:46+00:00,SCOOTER,1,7,1,1,0.11111111109876542
FKN00GL8850,9,1,1,2024-01-12 00:14:46+00:00,2024-03-29 23:05:46+00:00,SCOOTER,1,7,1,1,0.11111111109876542
FKN00GL7596,9,3,1,2023-12-20 05:13:46+00:00,2024-03-31 20:45:46+00:00,CAR,0,9,1,1,0.0
FKN00GL21620,9,2,2,2024-02-06 03:41:46+00:00,2024-04-03 02:50:46+00:00,PASSENGER AUTO,0,7,1,1,0.0
FKN00GL25431,9,2,2,2024-01-05 00:19:46+00:00,2024-04-08 04:03:46+00:00,PASSENGER AUTO,0,8,1,1,0.0
FKN00GL58637,9,2,2,2024-02-27 19:26:46+00:00,2024-03-26 20:48:46+00:00,CAR,0,8,1,1,0.0
FKN00GL20299,9,1,1,2024-01-13 22:04:46+00:00,2024-03-29 21:24:46+00:00,LGV,0,9,1,1,0.0
FKN00GL22299,9,1,1,2024-02-06 10:23:46+00:00,2024-02-06 10:23:46+00:00,MOTOR CYCLE,0,1,1,1,0.0
FKN00GL22526,9,1,1,2024-02-03 01:06:46+00:00,2024-02-23 06:02:46+00:00,MOTOR CYCLE,0,7,1,1,0.0
FKN00GL24278,9,1,1,2024-03-29 02:33:46+00:00,2024-03-31 22:11:46+00:00,CAR,0,4,1,1,0.0
FKN00GL24941,9,1,1,2024-03-20 05:17:46+00:00,2024-04-06 23:21:46+00:00,PASSENGER AUTO,0,7,1,1,0.0
FKN00GL24954,9,1,1,2024-02-07 04:21:46+00:00,2024-02-13 04:39:46+00:00,SCOOTER,0,2,1,1,0.0
FKN00GL3318,9,1,1,2024-01-20 23:58:46+00:00,2024-03-25 03:54:46+00:00,SCOOTER,0,6,1,1,0.0
FKN00GL37662,9,1,1,2024-02-14 03:53:46+00:00,2024-02-14 06:44:46+00:00,SCOOTER,0,1,1,1,0.0
FKN00GL47817,9,1,1,2024-02-19 07:07:46+00:00,2024-02-19 07:54:46+00:00,CAR,0,1,1,1,0.0
FKN00GL48686,9,1,1,2024-02-19 20:49:46+00:00,2024-02-24 01:45:46+00:00,MOTOR CYCLE,0,3,1,1,0.0
FKN00GL51620,9,1,1,2024-02-17 03:39:46+00:00,2024-03-16 04:05:46+00:00,SCOOTER,0,9,1,1,0.0
FKN00GL5164,9,1,1,2024-01-10 01:32:46+00:00,2024-03-28 04:17:46+00:00,MOTOR CYCLE,0,9,1,1,0.0
FKN00GL52316,9,1,1,2024-02-04 04:30:46+00:00,2024-02-21 02:59:46+00:00,PASSENGER AUTO,0,2,1,1,0.0
FKN00GL54029,9,1,1,2023-12-04 01:46:46+00:00,2023-12-04 01:46:46+00:00,SCOOTER,0,1,1,1,0.0
FKN00GL54470,9,1,1,2024-02-22 05:00:46+00:00,2024-02-22 05:00:46+00:00,PASSENGER AUTO,0,1,1,1,0.0
FKN00GL54473,9,1,1,2024-02-22 05:01:46+00:00,2024-02-22 05:01:46+00:00,PASSENGER AUTO,0,1,1,1,0.0
FKN00GL54476,9,1,1,2024-02-22 05:02:46+00:00,2024-02-22 05:02:46+00:00,PASSENGER AUTO,0,1,1,1,0.0
FKN00GL54482,9,1,1,2024-02-22 05:02:46+00:00,2024-02-22 05:02:46+00:00,CAR,0,1,1,1,0.0
FKN00GL54486,9,1,1,2024-02-22 05:03:46+00:00,2024-02-22 05:03:46+00:00,CAR,0,1,1,1,0.0
FKN00GL55172,9,1,1,2024-02-23 07:23:46+00:00,2024-02-23 07:23:46+00:00,MOTOR CYCLE,0,1,1,1,0.0
FKN00GL55868,9,1,1,2024-02-23 02:28:46+00:00,2024-02-23 02:28:46+00:00,CAR,0,1,1,1,0.0
FKN00GL56719,9,1,1,2024-02-23 07:22:46+00:00,2024-02-23 20:41:46+00:00,MOTOR CYCLE,0,2,1,1,0.0
FKN00GL5802,9,1,1,2024-02-02 01:01:46+00:00,2024-02-23 23:10:46+00:00,CAR,0,6,1,1,0.0
FKN00GL64048,9,1,1,2024-03-12 05:40:46+00:00,2024-03-27 05:15:46+00:00,SCOOTER,0,8,1,1,0.0
FKN00GL68641,9,1,1,2023-11-11 02:19:46+00:00,2024-03-23 05:27:46+00:00,SCOOTER,0,8,1,1,0.0
FKN00GL7331,9,1,1,2024-02-03 00:07:46+00:00,2024-03-21 05:16:46+00:00,MOTOR CYCLE,0,8,1,1,0.0
FKN00GL79363,9,1,1,2024-03-06 19:20:46+00:00,2024-03-06 19:20:46+00:00,CAR,0,1,1,1,0.0
FKN00GL83261,9,1,1,2024-03-08 19:36:46+00:00,2024-03-08 19:36:46+00:00,CAR,0,1,1,1,0.0
FKN00GL84194,9,1,1,2024-03-09 04:07:46+00:00,2024-03-09 04:07:46+00:00,SCOOTER,0,1,1,1,0.0
FKN00GL8739,9,1,1,2024-01-09 02:22:46+00:00,2024-02-04 01:47:46+00:00,CAR,0,2,1,1,0.0
FKN00GL134975,8,3,3,2023-11-15 23:52:46+00:00,2024-01-06 03:51:46+00:00,SCOOTER,8,6,1,1,0.999999999875
FKN00GL111071,8,2,1,2023-12-02 06:00:46+00:00,2024-01-05 02:42:46+00:00,MOTOR CYCLE,8,7,1,1,0.999999999875
FKN00GL114087,8,2,1,2023-11-20 19:25:46+00:00,2023-12-14 00:17:46+00:00,MAXI-CAB,8,7,1,1,0.999999999875
FKN00GL124046,8,2,2,2023-11-12 05:45:46+00:00,2023-12-31 04:30:46+00:00,SCOOTER,8,8,1,1,0.999999999875
FKN00GL111770,8,1,1,2023-11-15 03:54:46+00:00,2023-12-14 05:39:46+00:00,SCOOTER,8,7,1,1,0.999999999875
FKN00GL9775,8,1,1,2023-12-06 22:02:46+00:00,2024-01-30 21:56:46+00:00,CAR,8,8,1,1,0.999999999875
FKN00GL103618,8,4,4,2023-11-10 21:53:46+00:00,2023-12-12 23:03:46+00:00,PASSENGER AUTO,7,5,1,1,0.874999999890625
FKN00GL10584,8,2,2,2023-11-11 05:11:46+00:00,2024-02-21 02:20:46+00:00,PASSENGER AUTO,7,7,1,1,0.874999999890625
FKN00GL118445,8,2,2,2023-11-11 02:48:46+00:00,2024-01-11 05:17:46+00:00,CAR,7,7,1,1,0.874999999890625
FKN00GL0937,8,1,1,2023-11-10 23:12:46+00:00,2023-11-29 23:02:46+00:00,CAR,7,7,1,1,0.874999999890625
